📦 세트구성_매핑.xlsx 내용:

             세트바코드                                      구성품명         구성품바코드  수량         등록일         수정일
736  LF10001001003                     사이잘룩_네추럴_사각_1000x1500  LF10001001003   1  2026-04-13  2026-04-13
737  LF10001001004                     사이잘룩_네추럴_사각_1500x2000  LF10001001004   1  2026-04-13  2026-04-13
738  LF10001001005                     사이잘룩_네추럴_사각_2000x2500  LF10001001005   1  2026-04-13  2026-04-13
739  LF10001001006                     사이잘룩_네추럴_사각_2000x3000  LF10001001006   1  2026-04-13  2026-04-13
740  LF10001002001                     사이잘룩_다크스모크_사각_450x650  LF10001002001   1  2026-04-13  2026-04-13
741  LF10001002002                    사이잘룩_다크스모크_사각_650x2000  LF10001002002   1  2026-04-13  2026-04-13
742  LF10001002003                   사이잘룩_다크스모크_사각_1000x1500  LF10001002003   1  2026-04-13  2026-04-13
743  LF10001002004                   사이잘룩_다크스모크_사각_1500x2000  LF10001002004   1  2026-04-13  2026-04-13
744  LF10001002005                   사이잘룩_다크스모크_사각_2000x2500  LF10001002005   1  2026-04-13  2026-04-13
745  LF10001002006                   사이잘룩_다크스모크_사각_2000x3000  LF10001002006   1  2026-04-13  2026-04-13
746  LF10001003001                       사이잘룩_샴페인_사각_450x650  LF10001003001   1  2026-04-13  2026-04-13
747  LF10001003002                      사이잘룩_샴페인_사각_650x2000  LF10001003002   1  2026-04-13  2026-04-13
748  LF10001003003                     사이잘룩_샴페인_사각_1000x1500  LF10001003003   1  2026-04-13  2026-04-13
749  LF10001003004                     사이잘룩_샴페인_사각_1500x2000  LF10001003004   1  2026-04-13  2026-04-13
750  LF10001003005                     사이잘룩_샴페인_사각_2000x2500  LF10001003005   1  2026-04-13  2026-04-13
751  LF10001003006                     사이잘룩_샴페인_사각_2000x3000  LF10001003006   1  2026-04-13  2026-04-13
752  LF10002001001                  사이잘룩러그_네추럴_사각_450x650_V2  LF10002001001   1  2026-04-13  2026-04-13
753  LF10002001002                 사이잘룩러그_네추럴_사각_650x2000_V2  LF10002001002   1  2026-04-13  2026-04-13
754  LF10002001003                사이잘룩러그_네추럴_사각_1000x1500_V2  LF10002001003   1  2026-04-13  2026-04-13
755  LF10002001004                사이잘룩러그_네추럴_사각_1500x2000_V2  LF10002001004   1  2026-04-13  2026-04-13
756  LF10002001005                사이잘룩러그_네추럴_사각_2000x2500_V2  LF10002001005   1  2026-04-13  2026-04-13
757  LF10002001006                사이잘룩러그_네추럴_사각_2000x3000_V2  LF10002001006   1  2026-04-13  2026-04-13
758  LF10002002001                사이잘룩러그_다크스모크_사각_450x650_V2  LF10002002001   1  2026-04-13  2026-04-13
759  LF10002002002               사이잘룩러그_다크스모크_사각_650x2000_V2  LF10002002002   1  2026-04-13  2026-04-13
760  LF10002002003              사이잘룩러그_다크스모크_사각_1000x1500_V2  LF10002002003   1  2026-04-13  2026-04-13
761  LF10002002004              사이잘룩러그_다크스모크_사각_1500x2000_V2  LF10002002004   1  2026-04-13  2026-04-13
762  LF10002002005              사이잘룩러그_다크스모크_사각_2000x2500_V2  LF10002002005   1  2026-04-13  2026-04-13
763  LF10002002006              사이잘룩러그_다크스모크_사각_2000x3000_V2  LF10002002006   1  2026-04-13  2026-04-13
764  LF10002003001                  사이잘룩러그_샴페인_사각_450x650_V2  LF10002003001   1  2026-04-13  2026-04-13
765  LF10002003002                 사이잘룩러그_샴페인_사각_650x2000_V2  LF10002003002   1  2026-04-13  2026-04-13
766  LF10002003003                사이잘룩러그_샴페인_사각_1000x1500_V2  LF10002003003   1  2026-04-13  2026-04-13
767  LF10002003004                사이잘룩러그_샴페인_사각_1500x2000_V2  LF10002003004   1  2026-04-13  2026-04-13
768  LF10002003005                사이잘룩러그_샴페인_사각_2000x2500_V2  LF10002003005   1  2026-04-13  2026-04-13
769  LF10002003006                사이잘룩러그_샴페인_사각_2000x3000_V2  LF10002003006   1  2026-04-13  2026-04-13
770  LF100A0001001                사이잘룩러그_네추럴_사각_2000x3000_V2  LF10002001006   1  2026-04-13  2026-04-13
771  LF100A0001001                사이잘룩러그_네추럴_사각_1500x2000_V2  LF10002001004   1  2026-04-13  2026-04-13
772  LF100A0001001                 사이잘룩러그_네추럴_사각_650x2000_V2  LF10002001002   1  2026-04-13  2026-04-13
773  LF100A0001001                  사이잘룩러그_네추럴_사각_450x650_V2  LF10002001001   1  2026-04-13  2026-04-13
774  LF100A0002001              사이잘룩러그_다크스모크_사각_2000x3000_V2  LF10002002006   1  2026-04-13  2026-04-13
775  LF100A0002001              사이잘룩러그_다크스모크_사각_1500x2000_V2  LF10002002004   1  2026-04-13  2026-04-13
776  LF100A0002001               사이잘룩러그_다크스모크_사각_650x2000_V2  LF10002002002   1  2026-04-13  2026-04-13
777  LF100A0002001                사이잘룩러그_다크스모크_사각_450x650_V2  LF10002002001   1  2026-04-13  2026-04-13
778  LF100A0003001                사이잘룩러그_샴페인_사각_2000x3000_V2  LF10002003006   1  2026-04-13  2026-04-13
779  LF100A0003001                사이잘룩러그_샴페인_사각_1500x2000_V2  LF10002003004   1  2026-04-13  2026-04-13
780  LF100A0003001                 사이잘룩러그_샴페인_사각_650x2000_V2  LF10002003002   1  2026-04-13  2026-04-13
781  LF100A0003001                  사이잘룩러그_샴페인_사각_450x650_V2  LF10002003001   1  2026-04-13  2026-04-13
782  LF100B0001001                사이잘룩러그_네추럴_사각_2000x3000_V2  LF10002001006   1  2026-04-13  2026-04-13
783  LF100B0001001                 사이잘룩러그_네추럴_사각_650x2000_V2  LF10002001002   1  2026-04-13  2026-04-13
784  LF100B0001001                  사이잘룩러그_네추럴_사각_450x650_V2  LF10002001001   1  2026-04-13  2026-04-13
785  LF100B0002001              사이잘룩러그_다크스모크_사각_2000x3000_V2  LF10002002006   1  2026-04-13  2026-04-13
786  LF100B0002001               사이잘룩러그_다크스모크_사각_650x2000_V2  LF10002002002   1  2026-04-13  2026-04-13
787  LF100B0002001                사이잘룩러그_다크스모크_사각_450x650_V2  LF10002002001   1  2026-04-13  2026-04-13
788  LF100B0003001                사이잘룩러그_샴페인_사각_2000x3000_V2  LF10002003006   1  2026-04-13  2026-04-13
789  LF100B0003001                 사이잘룩러그_샴페인_사각_650x2000_V2  LF10002003002   1  2026-04-13  2026-04-13
790  LF100B0003001                  사이잘룩러그_샴페인_사각_450x650_V2  LF10002003001   1  2026-04-13  2026-04-13
791  LF100C0001001                사이잘룩러그_네추럴_사각_1500x2000_V2  LF10002001004   1  2026-04-13  2026-04-13
792  LF100C0001001                 사이잘룩러그_네추럴_사각_650x2000_V2  LF10002001002   1  2026-04-13  2026-04-13
793  LF100C0001001                  사이잘룩러그_네추럴_사각_450x650_V2  LF10002001001   1  2026-04-13  2026-04-13
794  LF100C0002001              사이잘룩러그_다크스모크_사각_1500x2000_V2  LF10002002004   1  2026-04-13  2026-04-13
795  LF100C0002001               사이잘룩러그_다크스모크_사각_650x2000_V2  LF10002002002   1  2026-04-13  2026-04-13
796  LF100C0002001                사이잘룩러그_다크스모크_사각_450x650_V2  LF10002002001   1  2026-04-13  2026-04-13
797  LF100C0003001                사이잘룩러그_샴페인_사각_1500x2000_V2  LF10002003004   1  2026-04-13  2026-04-13
798  LF100C0003001                 사이잘룩러그_샴페인_사각_650x2000_V2  LF10002003002   1  2026-04-13  2026-04-13
799  LF100C0003001                  사이잘룩러그_샴페인_사각_450x650_V2  LF10002003001   1  2026-04-13  2026-04-13
800    MCS01001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   1  2026-04-13  2026-04-13
801    MCS01001001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
802    MCS01002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   1  2026-04-13  2026-04-13
803    MCS01002001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
804    MCS01003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   1  2026-04-13  2026-04-13
805    MCS01003001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
806    MCS01004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   1  2026-04-13  2026-04-13
807    MCS01004001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
808    MCS01005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   1  2026-04-13  2026-04-13
809    MCS01005001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
810    MCSA1001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   4  2026-04-13  2026-04-13
811    MCSA1001001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
812    MCSA1001001         미니멀 펫쿠션 커버_오프화이트(off_white)_Large  LE10200001001   1  2026-04-13  2026-04-13
813    MCSA1001001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
814    MCSA1002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   4  2026-04-13  2026-04-13
815    MCSA1002001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
816    MCSA1002001         미니멀 펫쿠션 커버_브라운(Light_Brown)_Large  LE10200002001   1  2026-04-13  2026-04-13
817    MCSA1002001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
818    MCSA1003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   4  2026-04-13  2026-04-13
819    MCSA1003001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
820    MCSA1003001                미니멀 펫쿠션 커버_그레이(Grey)_Large  LE10200003001   1  2026-04-13  2026-04-13
821    MCSA1003001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
822    MCSA1004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   4  2026-04-13  2026-04-13
823    MCSA1004001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
824    MCSA1004001           미니멀 펫쿠션 커버_블루문(Blue_Moon)_Large  LE10200004001   1  2026-04-13  2026-04-13
825    MCSA1004001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
826    MCSA1005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   4  2026-04-13  2026-04-13
827    MCSA1005001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
828    MCSA1005001          미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Large  LE10200005001   1  2026-04-13  2026-04-13
829    MCSA1005001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
830    MCSB1001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   4  2026-04-13  2026-04-13
831    MCSB1001001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
832    MCSB1002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   4  2026-04-13  2026-04-13
833    MCSB1002001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
834    MCSB1003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   4  2026-04-13  2026-04-13
835    MCSB1003001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
836    MCSB1004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   4  2026-04-13  2026-04-13
837    MCSB1004001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
838    MCSB1005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   4  2026-04-13  2026-04-13
839    MCSB1005001                             방석 충전재 (600g)  LE101C2000001   4  2026-04-13  2026-04-13
840    MCSC1001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   2  2026-04-13  2026-04-13
841    MCSC1001001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
842    MCSC1002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   2  2026-04-13  2026-04-13
843    MCSC1002001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
844    MCSC1003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   2  2026-04-13  2026-04-13
845    MCSC1003001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
846    MCSC1004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   2  2026-04-13  2026-04-13
847    MCSC1004001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
848    MCSC1005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   2  2026-04-13  2026-04-13
849    MCSC1005001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
850  PCS0102001001         미니멀 펫쿠션 커버_오프화이트(off_white)_Large  LE10200001001   1  2026-04-13  2026-04-13
851  PCS0102001001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
852  PCS0102001002        미니멀 펫쿠션 커버_오프화이트(off_white)_Medium  LE10200001002   1  2026-04-13  2026-04-13
853  PCS0102001002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
854  PCS0102002001         미니멀 펫쿠션 커버_브라운(Light_Brown)_Large  LE10200002001   1  2026-04-13  2026-04-13
855  PCS0102002001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
856  PCS0102002002        미니멀 펫쿠션 커버_브라운(Light_Brown)_Medium  LE10200002002   1  2026-04-13  2026-04-13
857  PCS0102002002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
858  PCS0102003001                미니멀 펫쿠션 커버_그레이(Grey)_Large  LE10200003001   1  2026-04-13  2026-04-13
859  PCS0102003001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
860  PCS0102003002               미니멀 펫쿠션 커버_그레이(Grey)_Medium  LE10200003002   1  2026-04-13  2026-04-13
861  PCS0102003002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
862  PCS0102004001           미니멀 펫쿠션 커버_블루문(Blue_Moon)_Large  LE10200004001   1  2026-04-13  2026-04-13
863  PCS0102004001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
864  PCS0102004002          미니멀 펫쿠션 커버_블루문(Blue_Moon)_Medium  LE10200004002   1  2026-04-13  2026-04-13
865  PCS0102004002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
866  PCS0102005001          미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Large  LE10200005001   1  2026-04-13  2026-04-13
867  PCS0102005001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
868  PCS0102005002         미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Medium  LE10200005002   1  2026-04-13  2026-04-13
869  PCS0102005002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
870  PCS0A02001001         미니멀 펫쿠션 커버_오프화이트(off_white)_Large  LE10200001001   2  2026-04-13  2026-04-13
871  PCS0A02001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   2  2026-04-13  2026-04-13
872  PCS0A02001001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
873  PCS0A02001001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
874  PCS0A02002001         미니멀 펫쿠션 커버_브라운(Light_Brown)_Large  LE10200002001   2  2026-04-13  2026-04-16
875  PCS0A02002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   2  2026-04-13  2026-04-13
876  PCS0A02002001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
877  PCS0A02002001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
878  PCS0A02003001                미니멀 펫쿠션 커버_그레이(Grey)_Large  LE10200003001   2  2026-04-13  2026-04-16
879  PCS0A02003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   2  2026-04-13  2026-04-13
880  PCS0A02003001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
881  PCS0A02003001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
882  PCS0A02004001           미니멀 펫쿠션 커버_블루문(Blue_Moon)_Large  LE10200004001   2  2026-04-13  2026-04-16
883  PCS0A02004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   2  2026-04-13  2026-04-13
884  PCS0A02004001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
885  PCS0A02004001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
886  PCS0A02005001          미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Large  LE10200005001   2  2026-04-13  2026-04-16
887  PCS0A02005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   2  2026-04-13  2026-04-13
888  PCS0A02005001                             방석 충전재 (600g)  LE101C2000001   2  2026-04-13  2026-04-13
889  PCS0A02005001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
890  PCS0B02001001         미니멀 펫쿠션 커버_오프화이트(off_white)_Large  LE10200001001   1  2026-04-13  2026-04-13
891  PCS0B02001001        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   1  2026-04-13  2026-04-13
892  PCS0B02001001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
893  PCS0B02001001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
894  PCS0B02002001         미니멀 펫쿠션 커버_브라운(Light_Brown)_Large  LE10200002001   1  2026-04-13  2026-04-13
895  PCS0B02002001        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   1  2026-04-13  2026-04-13
896  PCS0B02002001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
897  PCS0B02002001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
898  PCS0B02003001                미니멀 펫쿠션 커버_그레이(Grey)_Large  LE10200003001   1  2026-04-13  2026-04-13
899  PCS0B02003001               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   1  2026-04-13  2026-04-13
900  PCS0B02003001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
901  PCS0B02003001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
902  PCS0B02004001           미니멀 펫쿠션 커버_블루문(Blue_Moon)_Large  LE10200004001   1  2026-04-13  2026-04-13
903  PCS0B02004001          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   1  2026-04-13  2026-04-13
904  PCS0B02004001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
905  PCS0B02004001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
906  PCS0B02005001          미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Large  LE10200005001   1  2026-04-13  2026-04-13
907  PCS0B02005001         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   1  2026-04-13  2026-04-13
908  PCS0B02005001                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
909  PCS0B02005001                         펫쿠션 충전재_L (1100g)  LE201C1000001   1  2026-04-13  2026-04-16
910  PCS0C02001002        미니멀 펫쿠션 커버_오프화이트(off_white)_Medium  LE10200001002   1  2026-04-13  2026-04-13
911  PCS0C02001002        미니멀 방석 커버_오프화이트(off_white)_600x600  LE10101001001   1  2026-04-13  2026-04-13
912  PCS0C02001002                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
913  PCS0C02001002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
914  PCS0C02002002        미니멀 펫쿠션 커버_브라운(Light_Brown)_Medium  LE10200002002   1  2026-04-13  2026-04-13
915  PCS0C02002002        미니멀 방석 커버_브라운(Light_Brown)_600x600  LE10101002001   1  2026-04-13  2026-04-13
916  PCS0C02002002                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
917  PCS0C02002002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
918  PCS0C02003002               미니멀 펫쿠션 커버_그레이(Grey)_Medium  LE10200003002   1  2026-04-13  2026-04-13
919  PCS0C02003002               미니멀 방석 커버_그레이(Grey)_600x600  LE10101003001   1  2026-04-13  2026-04-13
920  PCS0C02003002                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
921  PCS0C02003002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
922  PCS0C02004002          미니멀 펫쿠션 커버_블루문(Blue_Moon)_Medium  LE10200004002   1  2026-04-13  2026-04-13
923  PCS0C02004002          미니멀 방석 커버_블루문(Blue_Moon)_600x600  LE10101004001   1  2026-04-13  2026-04-13
924  PCS0C02004002                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
925  PCS0C02004002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
926  PCS0C02005002         미니멀 펫쿠션 커버_딥블랙(Deep_Black)_Medium  LE10200005002   1  2026-04-13  2026-04-13
927  PCS0C02005002         미니멀 방석 커버_딥블랙(Deep_Black)_600x600  LE10101005001   1  2026-04-13  2026-04-13
928  PCS0C02005002                             방석 충전재 (600g)  LE101C2000001   1  2026-04-13  2026-04-13
929  PCS0C02005002                          펫쿠션 충전재_M (650g)  LE201C1000002   1  2026-04-13  2026-04-16
930  R008535120001                        미니멀러그_그레이_원형_1500Ø  R008535120001   1  2026-04-13  2026-04-13
931  R008535120002                    미니멀러그_그레이_사각_1000x1500  R008535120002   1  2026-04-13  2026-04-13
932  R008535120003                  미니멀러그_오프화이트_사각_1000x1500  R008535120003   1  2026-04-13  2026-04-13
933  R008535120004                        미니멀러그_브라운_원형_1500Ø  R008535120004   1  2026-04-13  2026-04-13
934  R008535120005                      미니멀러그_오프화이트_원형_1500Ø  R008535120005   1  2026-04-13  2026-04-13
935  R008535120006                      미니멀러그_오프화이트_원형_1000Ø  R008535120006   1  2026-04-13  2026-04-13
936  R008535120007                        미니멀러그_그레이_원형_1000Ø  R008535120007   1  2026-04-13  2026-04-13
937  R008535120008                        미니멀러그_브라운_원형_1000Ø  R008535120008   1  2026-04-13  2026-04-13
938  R008535120009                    미니멀러그_브라운_사각_1000x1500  R008535120009   1  2026-04-13  2026-04-13
939  R008535120010                  미니멀러그_오프화이트_사각_1500x2000  R008535120010   1  2026-04-13  2026-04-13
940  R008535120011                  미니멀러그_오프화이트_사각_2000x2500  R008535120011   1  2026-04-13  2026-04-13

================================================================================

티가든 블랭킷 세트 정보:
             세트바코드                                      구성품명         구성품바코드  수량         등록일         수정일
660  LEC1000000000                             티가든러그_스와치_SET  LEC1000000000   1  2026-04-13  2026-04-13
661  LEC1000001001                      티가든러그_티그린_사각_400x600  LEC1000001001   1  2026-04-13  2026-04-13
662  LEC1000001002                     티가든러그_티그린_사각_500x1500  LEC1000001002   1  2026-04-13  2026-04-13
663  LEC1000001003                    티가든러그_티그린_사각_1000x1500  LEC1000001003   1  2026-04-13  2026-04-13
664  LEC1000001004                    티가든러그_티그린_사각_1500x2000  LEC1000001004   1  2026-04-13  2026-04-13
665  LEC1000001005                    티가든러그_티그린_사각_1500x2400  LEC1000001005   1  2026-04-13  2026-04-13
666  LEC1000001006                        티가든러그_티그린_원형_1000Ø  LEC1000001006   1  2026-04-13  2026-04-13
667  LEC1000001007                        티가든러그_티그린_원형_1500Ø  LEC1000001007   1  2026-04-13  2026-04-13
668  LEC1000001008                      티가든러그_티그린_사각_400x600  LEC1000001001   1  2026-04-13  2026-04-13
669  LEC1000001008                     티가든러그_티그린_사각_500x1500  LEC1000001002   1  2026-04-13  2026-04-13
670  LEC1000002001                    티가든러그_피크닉블루_사각_400x600  LEC1000002001   1  2026-04-13  2026-04-13
671  LEC1000002002                   티가든러그_피크닉블루_사각_500x1500  LEC1000002002   1  2026-04-13  2026-04-13
672  LEC1000002003                  티가든러그_피크닉블루_사각_1000x1500  LEC1000002003   1  2026-04-13  2026-04-13
673  LEC1000002004                  티가든러그_피크닉블루_사각_1500x2000  LEC1000002004   1  2026-04-13  2026-04-13
674  LEC1000002005                  티가든러그_피크닉블루_사각_1600x2400  LEC1000002005   1  2026-04-13  2026-04-13
675  LEC1000002006                      티가든러그_피크닉블루_원형_1000Ø  LEC1000002006   1  2026-04-13  2026-04-13
676  LEC1000002007                      티가든러그_피크닉블루_원형_1500Ø  LEC1000002007   1  2026-04-13  2026-04-13
677  LEC1000002008                      티가든러그_티그린_사각_400x600  LEC1000001001   1  2026-04-13  2026-04-13
678  LEC1000002008                     티가든러그_티그린_사각_500x1500  LEC1000001002   1  2026-04-13  2026-04-13
679  LEC1000003001                    티가든러그_소프트블랙_사각_400x600  LEC1000003001   1  2026-04-13  2026-04-13
680  LEC1000003002                   티가든러그_소프트블랙_사각_500x1500  LEC1000003002   1  2026-04-13  2026-04-13
681  LEC1000003003                  티가든러그_소프트블랙_사각_1000x1500  LEC1000003003   1  2026-04-13  2026-04-13
682  LEC1000003004                  티가든러그_소프트블랙_사각_1500x2000  LEC1000003004   1  2026-04-13  2026-04-13
683  LEC1000003005                  티가든러그_소프트블랙_사각_1600x2400  LEC1000003005   1  2026-04-13  2026-04-13
684  LEC1000003006                      티가든러그_소프트블랙_원형_1000Ø  LEC1000003006   1  2026-04-13  2026-04-13
685  LEC1000003007                      티가든러그_소프트블랙_원형_1500Ø  LEC1000003007   1  2026-04-13  2026-04-13
686  LEC1000003008                      티가든러그_티그린_사각_400x600  LEC1000001001   1  2026-04-13  2026-04-13
687  LEC1000003008                     티가든러그_티그린_사각_500x1500  LEC1000001002   1  2026-04-13  2026-04-13
688  LEC1012001001    티가든 블랭킷_Milder_Large(라지)_SET_1000x1500  LEC1012001001   1  2026-04-13  2026-04-13
689  LEC1012001002   티가든 블랭킷_Milder_Medium(미디움)_SET_750x1000  LEC1012001002   1  2026-04-13  2026-04-13
690  LEC1012002001   티가든 블랭킷_Fresher_Large(라지)_SET_1000x1500  LEC1012002001   1  2026-04-13  2026-04-13
691  LEC1012002002  티가든 블랭킷_Fresher_Medium(미디움)_SET_750x1000  LEC1012002002   1  2026-04-13  2026-04-13
692  LEC1012003001   티가든 블랭킷_Happier_Large(라지)_SET_1000x1500  LEC1012003001   1  2026-04-13  2026-04-13
693  LEC1012003002  티가든 블랭킷_Happier_Medium(미디움)_SET_750x1000  LEC1012003002   1  2026-04-13  2026-04-13
694  LEC101S00100A    티가든 블랭킷_Milder_Large(라지)_SET_1000x1500  LEC1012001001   2  2026-04-13  2026-05-06
695  LEC101S00100A   티가든 블랭킷_Milder_Medium(미디움)_SET_750x1000  LEC1012001002   1  2026-04-13  2026-05-06
696  LEC101S00100B    티가든 블랭킷_Milder_Large(라지)_SET_1000x1500  LEC1012001001   1  2026-04-13  2026-05-06
697  LEC101S00100B   티가든 블랭킷_Milder_Medium(미디움)_SET_750x1000  LEC1012001002   1  2026-04-13  2026-05-06
698  LEC101S00100C   티가든 블랭킷_Milder_Medium(미디움)_SET_750x1000  LEC1012001002   2  2026-04-13  2026-05-06
699  LEC101S00200A   티가든 블랭킷_Fresher_Large(라지)_SET_1000x1500  LEC1012002001   2  2026-04-13  2026-05-06
700  LEC101S00200A  티가든 블랭킷_Fresher_Medium(미디움)_SET_750x1000  LEC1012002002   1  2026-04-13  2026-05-06
